Rank,Person,Total Gross,Number of Movies,Average Gross,Highest Gross Movie,Gross
795,Mike Cahill,$1.3,1,$1.3,Another Earth,$1.3
796,Leslye Headland,$1.3,2,$634k,Sleeping with Other People,$819k
797,Chris Terrio,$1.2,1,$1.2,Heights,$1.2
798,Bob Yari,$1.1,1,$1.1,Papa: Hemingway in Cuba,$1.1
799,Rodrigo Cortes,$1.1,2,$548k,Buried,$1.0
800,Jim Wilson,$1.1,2,$548k,50 to 1,$1.1
801,John Krasinski,$1.1,2,$525k,The Hollars,$1.0
802,Michael Mayer,$1.0,1,$1.0,A Home at the End of the World,$1.0
803,Joe Cornish,$1.0,1,$1.0,Attack the Block,$1.0
804,Prabhu Dheva,$919k,1,$919k,Singh is Bling,$919k
805,Paul Newman,$896k,1,$896k,The Glass Menagerie,$896k
806,Vera Farmiga,$842k,1,$842k,Higher Ground,$842k
807,Kirby Dick,$831k,5,$166k,This Film Is Not Yet Rated,$307k
808,William Nicholson,$785k,1,$785k,Firelight,$785k
809,Ethan Hawke,$775k,2,$387k,Seymour: An Introduction,$744k
810,Azazel Jacobs,$756k,2,$378k,Terri,$656k
811,Jacob Aaron Estes,$668k,2,$334k,Mean Creek,$604k
812,Sebastián Silva,$656k,2,$328k,The Maid,$577k
813,David Chase,$611k,1,$611k,Not Fade Away,$611k
814,Madonna,$606k,2,$303k,W.E.,$583k
815,Ned Benson,$588k,1,$588k,The Disappearance of Eleanor Rigby,$588k
816,Shane Salerno,$584k,1,$584k,Salinger,$584k
817,James Keach,$581k,4,$145k,Glen Campbell... I'll Be Me,$365k
818,Natalie Portman,$572k,1,$572k,A Tale of Love and Darkness,$572k
819,Alan Rickman,$558k,1,$558k,A Little Chaos,$558k
820,Ewan McGregor,$544k,1,$544k,American Pastoral,$544k
821,Josh Radnor,$543k,2,$272k,Liberal Arts,$327k
822,Philip Seymour Hoffman,$542k,1,$542k,Jack Goes Boating,$542k
823,Joe Swanberg,$521k,5,$104k,Drinking Buddies,$343k
824,Hossein Amini,$507k,1,$507k,The Two Faces of January,$507k
825,Andy Serkis,$487k,1,$487k,Breathe (2017),$487k
826,Bobcat Goldthwait,$475k,4,$119k,World's Greatest Dad,$222k
827,Roman Coppola,$460k,2,$230k,CQ,$414k
828,Casey Affleck,$409k,1,$409k,I'm Still Here,$409k
829,Steve Conrad,$409k,1,$409k,The Promotion,$409k
830,Alex Ross Perry,$402k,4,$100k,Listen Up Philip,$200k
831,David Duchovny,$389k,1,$389k,House of D,$389k
832,Spencer Susser,$383k,1,$383k,Hesher,$383k
833,Danny Strong,$378k,1,$378k,Rebel in the Rye,$378k
834,Ti West,$348k,6,$58.1k,The House of the Devil,$101k
835,Michael Keaton,$348k,1,$348k,The Merry Gentleman,$348k
836,John Ridley,$346k,2,$173k,Jimi: All Is By My Side,$341k
837,Josh Sternfeld,$319k,1,$319k,Winter Solstice,$319k
838,Demetri Martin,$255k,1,$255k,Dean,$255k
839,Jeremy Brock,$240k,1,$240k,Driving Lessons,$240k
840,Robert D. Siegel,$235k,1,$235k,Big Fan,$235k
841,Guillermo Arriaga,$233k,2,$116k,The Burning Plain,$201k
842,Dan Harris,$229k,1,$229k,Imaginary Heroes,$229k
843,Mike Myers,$213k,1,$213k,Supermensch: The Legend of Shep Gordon,$213k
844,Ed Solomon,$210k,1,$210k,Levity,$210k
845,Jamie Linden,$203k,1,$203k,10 Years,$203k
846,Jordan Roberts,$194k,1,$194k,Around the Bend,$194k
847,Edward Burns,$188k,4,$47.1k,The Groomsmen,$129k
848,John Slattery,$170k,1,$170k,God's Pocket,$170k
849,Zak Penn,$153k,2,$76.7k,The Grand,$116k
850,Malcolm Venville,$142k,2,$70.8k,Henry's Crime,$103k
851,Jackie Chan,$136k,1,$136k,1911,$136k
852,Luke Wilson,$127k,1,$127k,The Wendell Baker Story,$127k
853,Kiefer Sutherland,$109k,1,$109k,"Truth or Consequences, N.M.",$109k
854,Keanu Reeves,$100k,1,$100k,Man of Tai Chi,$100k
855,Kevin Bacon,$97.4k,2,$48.7k,Losing Chase,$64.2k
856,Tim Allen,$88.3k,1,$88.3k,Crazy on the Outside,$88.3k
857,Don Hahn,$80.7k,1,$80.7k,Waking Sleeping Beauty,$80.7k
858,Anthony Hopkins,$78.0k,2,$39.0k,August (1996),$69.1k
859,John August,$63.2k,1,$63.2k,The Nines,$63.2k
860,Melisa Wallack,$62.6k,1,$62.6k,Meet Bill,$62.6k
861,William H. Macy,$58.3k,1,$58.3k,Rudderless,$58.3k
862,Peter Tolan,$57.3k,1,$57.3k,Finding Amanda,$57.3k
863,Goro Miyazaki,$48.5k,1,$48.5k,Tales from Earthsea,$48.5k
864,Ryan Gosling,$45.4k,1,$45.4k,Lost River,$45.4k
865,Melanie Laurent,$42.3k,1,$42.3k,Breathe,$42.3k
866,Matthew Lillard,$41.5k,1,$41.5k,Fat Kid Rules the World,$41.5k
867,Chris Evans,$37.2k,1,$37.2k,Before We Go,$37.2k
868,Nicolas Cage,$30.0k,1,$30.0k,Sonny,$30.0k
869,William Monahan,$24.3k,2,$12.2k,London Boulevard,$16.1k
870,Geoffrey Fletcher,$17.2k,1,$17.2k,Violet & Daisy,$17.2k
871,Lonzo Nzekwe,$15.8k,1,$15.8k,Anchor Baby,$15.8k
872,Billy Bob Thornton,$14.8k,1,$14.8k,Jayne Mansfield's Car,$14.8k
873,Stewart Wade,$13.9k,2,$6.9k,Tru Loved,$9.5k
874,Mark Ruffalo,$13.8k,1,$13.8k,Sympathy for Delicious,$13.8k
875,Michele Mulroney,$13.5k,1,$13.5k,Paper Man,$13.5k
876,Kieran Mulroney,$13.5k,1,$13.5k,Paper Man,$13.5k
877,Dustin Lance Black,$12.7k,1,$12.7k,Virginia,$12.7k
878,Ryan Piers Williams,$11.8k,1,$11.8k,The Dry Land,$11.8k
879,Ernie Barbarash,$11.8k,1,$11.8k,Falcon Rising,$11.8k
880,Nia Vardalos,$11.0k,1,$11.0k,I Hate Valentine's Day,$11.0k
881,Courteney Cox,$11.0k,1,$11.0k,Just Before I Go,$11.0k
882,Thomas Lennon & Ben Garant,$8.8k,1,$8.8k,Hell Baby,$8.8k
883,Famke Janssen,$5.0k,1,$5.0k,Bringing Up Bobby,$5.0k
