Rank,Person,Total Gross,Number of Movies,Average Gross,Highest Gross Movie,Gross
599,Graham Moloy,$64.3,1,$64.3,The Nut Job,$64.3
600,Brian Helgeland,$64.2,2,$32.1,A Knight's Tale,$56.6
601,Amy Baer,$63.9,1,$63.9,Last Vegas,$63.9
602,Ehren Kruger,$63.0,3,$21.0,Scream 4,$38.2
603,Len Wiseman,$62.3,1,$62.3,Underworld Awakening,$62.3
604,Gregory Levasseur,$59.7,3,$19.9,Mirrors,$30.7
605,Jeff Schaffer,$59.7,1,$59.7,The Dictator,$59.7
606,John Landis,$58.7,4,$14.7,Twilight Zone: The Movie,$29.5
607,Chris Brown,$57.7,1,$57.7,Takers,$57.7
608,Morris Chestnut,$57.7,1,$57.7,Takers,$57.7
609,Casey La Scalla,$57.2,3,$19.1,A Cinderella Story,$51.4
610,Michael Cimino,$57.2,4,$14.3,The Deer Hunter,$49.0
611,Steve McQueen (II),$56.7,1,$56.7,12 Years a Slave,$56.7
612,Albert Hughes,$56.3,4,$14.1,From Hell,$31.6
613,Scott Z. Burns,$56.3,2,$28.2,Side Effects,$32.2
614,John Cusack,$56.0,5,$11.2,Grosse Pointe Blank,$28.1
615,John Hillcoat,$54.7,1,$54.7,Project X,$54.7
616,Michael Fassbender,$54.6,1,$54.6,Assassin's Creed,$54.6
617,Sean McNamara,$54.3,2,$27.1,Soul Surfer,$43.9
618,Idris Elba,$52.5,1,$52.5,No Good Deed,$52.5
619,Taraji P. Henson,$52.5,1,$52.5,No Good Deed,$52.5
620,Ava DuVernay,$52.4,3,$17.5,Selma,$52.1
621,Antoine Fuqua,$52.4,1,$52.4,Southpaw,$52.4
622,Cedric the Entertainer,$52.2,3,$17.4,Johnson Family Vacation,$31.2
623,Mark Steven Johnson,$51.8,1,$51.8,Ghost Rider 2,$51.8
624,David Levien,$51.6,3,$17.2,The Illusionist,$39.9
625,Joe Carnahan,$51.6,1,$51.6,The Grey,$51.6
626,Juliet Snowden,$50.9,1,$50.9,Ouija,$50.9
627,Jennifer Lopez,$48.9,3,$16.3,The Boy Next Door,$35.4
628,"Robert Downey, Jr.",$47.1,1,$47.1,The Judge,$47.1
629,Danny Boyle,$47.0,2,$23.5,28 Weeks Later,$28.6
630,Ruben Fleischer,$46.0,1,$46.0,Gangster Squad,$46.0
631,Nikki Silver,$45.1,1,$45.1,The Giver,$45.1
632,Alex Garland,$44.5,3,$14.8,28 Weeks Later,$28.6
633,Don Cheadle,$44.1,1,$44.1,St. Vincent,$44.1
634,Theodore Melfi,$44.1,1,$44.1,St. Vincent,$44.1
635,Alex Kendrick,$43.6,2,$21.8,Fireproof,$33.5
636,John Gatins,$43.6,1,$43.6,Need for Speed,$43.6
637,Mike Witherill,$43.5,4,$10.9,John Wick,$43.0
638,Laura Lau,$43.4,2,$21.7,Open Water,$30.6
639,Keanu Reeves,$43.2,3,$14.4,John Wick,$43.0
640,David Leitch,$43.0,1,$43.0,John Wick,$43.0
641,Chad Stahelski,$43.0,1,$43.0,John Wick,$43.0
642,Justin Haythe,$42.9,1,$42.9,Snitch,$42.9
643,Dwayne Johnson,$42.9,1,$42.9,Snitch,$42.9
644,Joss Whedon,$42.1,2,$21.1,The Cabin in the Woods,$42.1
645,Morgan Spurlock,$41.5,5,$8.3,One Direction: This is Us,$28.9
646,Todd Field,$41.4,2,$20.7,In the Bedroom,$35.9
647,Kevin Turen,$40.7,6,$6.8,That Awkward Moment,$26.1
648,Justin Nappi,$40.7,5,$8.1,That Awkward Moment,$26.1
649,Scott Charles Stewart,$40.2,1,$40.2,Legion,$40.2
650,Marlon Wayans,$40.0,1,$40.0,A Haunted House,$40.0
651,Kevin Hart,$40.0,2,$20.0,Kevin Hart: Let Me Explain,$32.2
652,Robert Duvall,$39.6,5,$7.9,The Apostle,$19.9
653,Scott Cooper,$39.5,1,$39.5,Crazy Heart,$39.5
654,Danny McBride,$39.3,3,$13.1,Your Highness,$21.6
655,Guy Ritchie,$39.2,1,$39.2,King Arthur,$39.2
656,Scott Neustadter,$38.9,2,$19.4,Paper Towns,$32.0
657,Michael H. Weber,$38.9,2,$19.4,Paper Towns,$32.0
658,Tobey Maguire,$38.6,2,$19.3,Rock of Ages,$38.5
659,Chris D'Arienzo,$38.5,1,$38.5,Rock of Ages,$38.5
660,Wes Craven,$38.2,1,$38.2,Scream 4,$38.2
661,Steve Coogan,$37.7,1,$37.7,Philomena,$37.7
662,Catherine Hardwicke,$37.7,1,$37.7,Red Riding Hood,$37.7
663,Andrew Niccol,$37.5,1,$37.5,In Time,$37.5
664,Seth Grahame-Smith,$37.5,1,$37.5,Abraham Lincoln,$37.5
665,Elizabeth Hunter,$37.3,1,$37.3,Jumping the Broom,$37.3
666,Dan Fogelman,$37.1,1,$37.1,The Guilt Trip,$37.1
667,Barbra Streisand,$37.1,1,$37.1,The Guilt Trip,$37.1
668,Stuart Blumberg,$37.1,2,$18.6,Keeping the Faith,$37.0
669,Richard Linklater,$36.9,3,$12.3,Boyhood,$25.4
670,Graham Leader,$35.9,1,$35.9,In the Bedroom,$35.9
671,Anthony McCarten,$35.9,2,$17.9,The Theory of Everything,$35.9
672,John Whitesell,$35.1,1,$35.1,Deck the Halls,$35.1
673,Will Reiser,$35.0,1,$35.0,50/50,$35.0
674,Ali Bell,$34.9,2,$17.4,Draft Day,$28.8
675,Jackie Chan,$34.3,2,$17.2,The Foreigner,$34.2
676,Jonathan Tropper,$34.3,1,$34.3,This is Where I Leave You,$34.3
677,John Malkovich,$34.1,2,$17.0,The Perks of Being a Wallflower,$17.7
678,Tom Dey,$33.6,1,$33.6,Marmaduke,$33.6
679,John Erick Dowdle,$33.6,1,$33.6,Devil,$33.6
680,Russell Brand,$33.0,1,$33.0,Arthur (2011),$33.0
681,Josh Schwartz,$32.8,2,$16.4,Endless Love,$23.4
682,Roger Donaldson,$32.8,2,$16.4,Cadillac Man,$27.6
683,Diablo Cody,$32.5,2,$16.3,Young Adult,$16.3
684,Nelson Greaves,$32.5,1,$32.5,Unfriended,$32.5
685,Tony Gilroy,$32.4,1,$32.4,Nightcrawler,$32.4
686,Jake Gyllenhaal,$32.4,1,$32.4,Nightcrawler,$32.4
687,George Gatins,$32.0,1,$32.0,She's Out of My League,$32.0
688,Gus Van Sant,$32.0,9,$3.6,Psycho (1998),$21.5
689,Dustin Lance Black,$31.8,1,$31.8,Milk,$31.8
690,Patrick Aiello,$31.6,6,$5.3,As Above/So Below,$21.3
691,Alex Proyas,$31.2,1,$31.2,Gods of Egypt,$31.2
692,Allan Loeb,$31.1,2,$15.5,The Switch,$27.8
693,Halle Berry,$30.7,1,$30.7,Kidnap,$30.7
694,Adi Hasak,$30.7,1,$30.7,3 Days to Kill,$30.7
695,Jennifer Aniston,$30.7,3,$10.2,The Switch,$27.8
696,Nicole Kidman,$30.2,3,$10.1,Monte Carlo,$23.2
697,Peter Segal,$29.8,1,$29.8,Grudge Match,$29.8
698,Tom Williams,$29.4,2,$14.7,Don't Be Afraid of the Dark,$24.0
699,Philip Seymour Hoffman,$29.3,2,$14.6,Capote,$28.8
700,Simon Cowell,$29.0,2,$14.5,One Direction: This is Us,$28.9
701,Ed Harris,$28.8,2,$14.4,Appaloosa,$20.2
702,Jake Kasdan,$27.9,4,$7.0,Walk Hard...,$18.3
703,Tom Tykwer,$27.1,1,$27.1,Cloud Atlas,$27.1
704,Tim Kelleher,$26.5,1,$26.5,First Kid,$26.5
705,Katherine Heigl,$26.4,1,$26.4,One For the Money,$26.4
706,Danny DeVito,$26.3,1,$26.3,A Walk Among the Tombstones,$26.3
707,Zac Efron,$26.1,1,$26.1,That Awkward Moment,$26.1
708,Andrew O'Connor,$26.1,1,$26.1,That Awkward Moment,$26.1
709,Andy Fickman,$25.7,1,$25.7,You Again,$25.7
710,Jon Lucas,$25.7,1,$25.7,21 and Over,$25.7
711,Scott Moore,$25.7,1,$25.7,21 and Over,$25.7
712,Don Roos,$25.5,3,$8.5,Boys on the Side,$23.4
713,Barry Diller,$25.3,1,$25.3,Top Five,$25.3
714,Adam Del Deo,$24.9,4,$6.2,Stay Alive,$23.1
715,Bill Duke,$23.6,2,$11.8,Hoodlum,$23.5
716,Arlene Gibbs,$23.6,2,$11.8,Traitor,$23.5
717,Marisa Polvino,$23.5,3,$7.8,Transcendence,$23.0
718,Keith Calder,$23.3,7,$3.3,You're Next,$18.5
719,Kate Cohen,$23.0,1,$23.0,Transcendence,$23.0
720,Josh Appelbaum,$22.3,1,$22.3,Project Almanac,$22.3
721,Andre Nemec,$22.3,1,$22.3,Project Almanac,$22.3
722,Gina Prince-Bythewood,$22.1,1,$22.1,Biker Boyz,$22.1
723,Mike Binder,$21.6,1,$21.6,Black or White,$21.6
724,Greg Strause,$21.4,1,$21.4,Skyline,$21.4
725,Cameron Crowe,$21.1,1,$21.1,Aloha,$21.1
726,Mark Neveldine,$20.6,2,$10.3,Gamer,$20.5
727,Brian Taylor,$20.6,2,$10.3,Gamer,$20.5
728,Sylvester Stallone,$20.2,1,$20.2,Homefront,$20.2
729,Hayao Miyazaki,$19.2,1,$19.2,The Secret World of Arrietty,$19.2
730,Gerard Butler,$19.1,2,$9.6,Playing for Keeps,$13.1
731,Renny Harlin,$18.8,1,$18.8,The Legend of Hercules,$18.8
732,Dustin Hoffman,$18.4,1,$18.4,Quartet,$18.4
733,David Wain,$18.3,3,$6.1,Wanderlust,$17.5
734,Akiva Schaffer,$18.2,2,$9.1,Popstar,$9.6
735,Jonah Smith,$18.1,5,$3.6,The Clearing,$5.8
736,Stephen Chbosky,$17.7,1,$17.7,The Perks of Being a Wallflower,$17.7
737,Paul Rudd,$17.5,1,$17.5,Wanderlust,$17.5
738,Pedro Almodovar,$17.2,8,$2.1,Women on the Verge of a Nervous Breakdown,$7.2
739,Ed Solomon,$16.3,2,$8.2,Imagine That,$16.1
740,Charlize Theron,$16.3,1,$16.3,Young Adult,$16.3
741,Forest Whitaker,$16.1,1,$16.1,Fruitvale Station,$16.1
742,Andrew Erwin,$15.8,2,$7.9,Moms' Night Out,$10.4
743,Jon Erwin,$15.8,2,$7.9,Moms' Night Out,$10.4
744,Rob Reiner,$15.2,1,$15.2,And So It Goes,$15.2
745,Matthew Michael Carnahan,$15.0,1,$15.0,Lions for Lambs,$15.0
746,Dinesh D'Souza,$14.4,1,$14.4,America (2014),$14.4
747,Whit Stillman,$14.2,4,$3.6,Barcelona,$7.3
748,Courtney Solomon,$14.1,2,$7.1,Getaway (2013),$10.5
749,Mary-Kate Olsen,$14.1,1,$14.1,New York Minute,$14.1
750,Anna Faris,$14.0,1,$14.0,What's Your Number?,$14.0
751,Roman Coppola,$13.8,4,$3.4,The Darjeeling Limited,$11.9
752,Curtis Hanson,$13.2,2,$6.6,The Big Year,$7.2
753,Mark Duplass,$13.1,8,$1.6,The Skeleton Twins,$5.3
754,Jeremy Renner,$12.8,1,$12.8,The Founder,$12.8
755,Wong Kar Wai,$12.3,7,$1.8,The Grandmaster,$6.6
756,Richard LaGravenese,$11.6,3,$3.9,The Ref,$11.4
757,Todd Graff,$11.5,1,$11.5,Beautician and the Beast,$11.5
758,Kimberly Peirce,$10.9,1,$10.9,Stop-Loss,$10.9
759,Sean Penn,$10.7,1,$10.7,The Gunman,$10.7
760,Skip Woods,$10.5,1,$10.5,Sabotage,$10.5
761,Ryan Gosling,$10.5,2,$5.2,Blue Valentine,$9.7
762,Marcus Nispel,$10.2,1,$10.2,Pathfinder,$10.2
763,Jay Duplass,$10.1,4,$2.5,The Skeleton Twins,$5.3
764,Michelle Williams,$9.7,1,$9.7,Blue Valentine,$9.7
765,Andy Samberg,$9.6,1,$9.6,Popstar,$9.6
766,Jorma Taccone,$9.6,1,$9.6,Popstar,$9.6
767,Jez Butterworth,$9.5,1,$9.5,Fair Game (2010),$9.5
768,Nia Vardalos,$8.1,1,$8.1,Connie and Carla,$8.1
769,Alejandro Monteverde,$8.1,1,$8.1,Bella,$8.1
770,John Curran,$8.1,1,$8.1,The Painted Veil,$8.1
771,John Sullivan,$7.7,1,$7.7,Expelled: No Intelligence Allowed,$7.7
772,Noah Baumbach,$7.6,1,$7.6,While We're Young,$7.6
773,Jon Hamm,$7.3,1,$7.3,Friends with Kids,$7.3
774,Joy Gorman,$7.1,2,$3.6,Seeking a Friend for the End of the World,$7.1
775,Terrence Howard,$7.1,1,$7.1,Pride,$7.1
776,Ryan Murphy,$7.0,1,$7.0,Running with Scissors,$7.0
777,Sandra Bullock,$7.0,1,$7.0,Our Brand Is Crisis (2015),$7.0
778,Topher Grace,$6.9,1,$6.9,Take Me Home Tonight,$6.9
779,Andrew Jarecki,$6.4,2,$3.2,Catfish,$3.2
780,Justin Bieber,$6.2,1,$6.2,Believe,$6.2
781,Charles Ferguson,$5.7,2,$2.9,Inside Job,$4.3
782,Jim Jarmusch,$5.4,3,$1.8,Ghost Dog,$3.3
783,Howard Klausner,$5.3,2,$2.6,The Identical,$2.8
784,David Frankel,$5.2,1,$5.2,Miami Rhapsody,$5.2
785,Robert Redford,$5.1,1,$5.1,The Company You Keep,$5.1
786,Todd Lincoln,$4.9,1,$4.9,The Apparition,$4.9
787,Diane Keaton,$4.7,2,$2.4,The Lemon Sisters,$3.5
788,Todd Solondz,$4.6,1,$4.6,Welcome to the Dollhouse,$4.6
789,John Orloff,$4.5,1,$4.5,Anonymous,$4.5
790,R.J. Cutler,$4.2,2,$2.1,The September Issue,$3.8
791,David Schwimmer,$4.2,2,$2.1,Kissing a Fool,$4.1
792,Gareth Evans,$4.1,1,$4.1,The Raid: Redemption,$4.1
793,Brit Marling,$4.0,3,$1.3,The East,$2.3
794,Derek Connolly,$4.0,1,$4.0,Safety Not Guaranteed,$4.0
795,Colin Trevorrow,$4.0,1,$4.0,Safety Not Guaranteed,$4.0
796,Anna Boden,$3.8,2,$1.9,Half Nelson,$2.7
797,Zach Braff,$3.6,2,$1.8,Wish I Was Here,$3.6
798,Wes Ball,$3.6,1,$3.6,Phoenix Forgotten,$3.6
799,T.S. Nowlin,$3.6,1,$3.6,Phoenix Forgotten,$3.6
800,Adam J. Braff,$3.6,1,$3.6,Wish I Was Here,$3.6
801,Christian Bale,$3.3,1,$3.3,Harsh Times,$3.3
802,Henry Joost,$3.2,1,$3.2,Catfish,$3.2
803,Ariel Schulman,$3.2,1,$3.2,Catfish,$3.2
804,Elisabeth Holm,$3.1,2,$1.6,Obvious Child,$3.1
805,Gillian Robespierre,$3.1,1,$3.1,Obvious Child,$3.1
806,Glenn Close,$3.0,1,$3.0,Albert Nobbs,$3.0
807,Spike Lee,$3.0,2,$1.5,Chi-Raq,$2.7
808,Peter Weir,$2.7,1,$2.7,The Way Back,$2.7
809,John Cameron Mitchell,$2.6,2,$1.3,Shortbus,$2.0
810,Nick Swardson,$2.5,1,$2.5,Bucky Larson,$2.5
811,Peter Landesman,$2.5,1,$2.5,Kill the Messenger,$2.5
812,Mark Romanek,$2.4,1,$2.4,Never Let Me Go,$2.4
813,Tea Leoni,$2.4,1,$2.4,You Kill Me,$2.4
814,Julie Taymor,$2.3,2,$1.1,Titus,$2.0
815,Jon Chu,$2.2,1,$2.2,Jem and the Holograms,$2.2
816,James Gray,$2.0,1,$2.0,The Immigrant,$2.0
817,Joseph Cedar,$2.0,1,$2.0,Footnote,$2.0
818,Lynne Ramsay,$1.7,1,$1.7,We Need to Talk About Kevin,$1.7
819,Kristen Wiig,$1.4,1,$1.4,Girl Most Likely,$1.4
820,Gavin O'Connor,$1.4,2,$682k,Tumbleweeds,$1.4
821,Gregg Araki,$1.4,6,$226k,Mysterious Skin,$713k
822,Mike Cahill,$1.3,1,$1.3,Another Earth,$1.3
823,Jordan Vogt-Roberts,$1.3,1,$1.3,The Kings of Summer,$1.3
824,David Lynch,$1.3,2,$652k,Inland Empire,$861k
825,Michael Cuesta,$1.2,2,$618k,L.I.E.,$1.1
826,Nicholas Jarecki,$1.2,2,$594k,Tyson,$888k
827,Kevin Munroe,$1.2,1,$1.2,Dylan Dog: Dead of Night,$1.2
828,Adam Scott,$1.1,1,$1.1,The Overnight,$1.1
829,Kenn Viselman,$1.1,1,$1.1,Oogieloves In The BIG Balloon Adventure,$1.1
830,Edward Norton,$1.1,1,$1.1,Thanks for Sharing,$1.1
831,Edgar Wright,$1.0,1,$1.0,Attack the Block,$1.0
832,Sacha Gervasi,$958k,3,$319k,Anvil! The Story of Anvil,$668k
833,Anton Corbijn,$872k,1,$872k,Control,$872k
834,Ralph Fiennes,$757k,1,$757k,Coriolanus,$757k
835,Rachel Weisz,$736k,1,$736k,The Shape of Things,$736k
836,Scott Frank,$687k,1,$687k,Caveman's Valentine,$687k
837,Simon Beaufoy,$647k,1,$647k,Japanese Story,$647k
838,David Chase,$611k,1,$611k,Not Fade Away,$611k
839,Ned Benson,$588k,1,$588k,The Disappearance of Eleanor Rigby,$588k
840,Shane Salerno,$584k,1,$584k,Salinger,$584k
841,Joe Swanberg,$521k,5,$104k,Drinking Buddies,$343k
842,Queen Latifah,$479k,1,$479k,Brotherly Love,$479k
843,Casey Affleck,$409k,1,$409k,I'm Still Here,$409k
844,Lynn Shelton,$407k,1,$407k,Humpday,$407k
845,Robert B. Weide,$404k,1,$404k,Mother Night,$404k
846,Spencer Susser,$383k,1,$383k,Hesher,$383k
847,David Gordon Green,$373k,1,$373k,Joe,$373k
848,Vincent Gallo,$366k,1,$366k,The Brown Bunny,$366k
849,Jose Padilha,$326k,3,$109k,Bus 174,$217k
850,Lake Bell,$281k,1,$281k,I Do Until I Don't,$281k
851,Benson Lee,$274k,1,$274k,Planet B-Boy,$274k
852,Chris Stokes,$172k,1,$172k,Battlefield America,$172k
853,Richard Gere,$167k,1,$167k,Time Out of Mind,$167k
854,Darren Lynn Bousman,$147k,1,$147k,Repo: The Genetic Opera,$147k
855,Jake Johnson,$119k,1,$119k,Digging for Fire,$119k
856,Werner Herzog,$82.0k,1,$82.0k,Invincible (2002),$82.0k
857,Josh Boone,$81.1k,1,$81.1k,Stuck in Love,$81.1k
858,Aaron Eckhart,$62.6k,1,$62.6k,Meet Bill,$62.6k
859,Michelle Monaghan,$52.4k,1,$52.4k,Trucker,$52.4k
860,Edward Burns,$50.3k,1,$50.3k,The Fitzgerald Family Christmas,$50.3k
861,Jeff Nichols,$46.0k,1,$46.0k,Shotgun Stories,$46.0k
862,John Schultz,$44.5k,1,$44.5k,Bandwagon,$44.5k
863,Damien Chazelle,$35.6k,1,$35.6k,Guy and Madeline on a Park Bench,$35.6k
864,James Ponsoldt,$31.8k,1,$31.8k,Amira & Sam,$31.8k
865,Ed Gass-Donnelly,$31.1k,1,$31.1k,Small Town Murder Songs,$31.1k
866,John Gray,$31.1k,1,$31.1k,White Irish Drinkers,$31.1k
867,Patrick Hughes,$21.1k,1,$21.1k,Red Hill,$21.1k
868,Alex Ross Perry,$19.0k,1,$19.0k,The Color Wheel,$19.0k
869,Geoffrey Fletcher,$17.2k,1,$17.2k,Violet & Daisy,$17.2k
870,William Monahan,$16.1k,1,$16.1k,London Boulevard,$16.1k
871,Lonzo Nzekwe,$15.8k,1,$15.8k,Anchor Baby,$15.8k
872,Bobcat Goldthwait,$15.7k,1,$15.7k,Sleeping Dogs Lie,$15.7k
873,Joseph Schneider,$15.0k,1,$15.0k,I'm Not Jesus Mommy,$15.0k
874,Courteney Cox,$11.0k,1,$11.0k,Just Before I Go,$11.0k
875,Kirby Dick,$8.1k,1,$8.1k,Twist of Faith,$8.1k
876,Famke Janssen,$5.0k,1,$5.0k,Bringing Up Bobby,$5.0k
877,Jaume Collet-Serra,$4.3k,1,$4.3k,Anna,$4.3k
