Rank,Person,Total Gross,Number of Movies,Average Gross,Highest Gross Movie,Gross
119,David Hayter,$570.8,4,$142.7,X2: X-Men United,$214.9
120,Dean Devlin,$561.0,5,$112.2,Independence Day,$306.2
121,Jon Spaihts,$560.7,5,$112.1,Doctor Strange,$232.6
122,Etan Cohen,$560.4,5,$112.1,Madagascar: Escape 2 Africa,$180.0
123,Sam Harper,$559.7,6,$93.3,Rio,$143.6
124,Drew Goddard,$552.9,4,$138.2,The Martian,$228.4
125,Jane Goldman,$547.0,7,$78.1,X-Men: First Class,$146.4
126,Dean DeBlois,$540.4,3,$180.1,How to Train Your Dragon,$217.6
127,Alexander Payne,$535.5,7,$76.5,Jurassic Park III,$181.2
128,Steve Koren,$533.8,6,$89.0,Bruce Almighty,$242.8
129,David Lindsay-Abaire,$533.5,6,$88.9,Oz The Great and Powerful,$234.9
130,Susannah Grant,$533.2,8,$66.6,Pocahontas,$141.6
131,Jonathan Hensleigh,$528.3,7,$75.5,Armageddon,$201.6
132,David Mamet,$526.6,23,$22.9,Hannibal,$165.1
133,David Twohy,$525.2,13,$40.4,The Fugitive,$183.9
134,Robert Rodriguez,$519.4,10,$51.9,Spy Kids,$112.7
135,Gary Dauberman,$513.7,3,$171.2,It,$327.4
136,Aaron Sorkin,$504.8,7,$72.1,A Few Good Men,$141.3
137,Tom J. Astle,$504.0,4,$126.0,Home,$177.4
138,Matt Ember,$504.0,4,$126.0,Home,$177.4
139,Randall Wallace,$500.7,5,$100.1,Pearl Harbor,$198.5
140,Evan Daugherty,$497.5,4,$124.4,Ninja Turtles,$191.2
141,Matthew Vaughn,$492.6,6,$82.1,X-Men: First Class,$146.4
142,Robert L. Baird,$491.0,2,$245.5,Monsters University,$268.5
143,Cameron Crowe,$488.0,10,$48.8,Jerry Maguire,$154.0
144,James Vanderbilt,$475.3,6,$79.2,The Amazing Spider-Man,$262.0
145,Matt Manfredi,$473.1,8,$59.1,Clash of the Titans,$163.2
146,George Nolfi,$471.3,5,$94.3,The Bourne Ultimatum,$227.5
147,David Reynolds,$470.1,2,$235.1,Finding Nemo,$380.8
148,James Mangold,$467.6,6,$77.9,Logan,$226.3
149,Phil Hay,$466.0,7,$66.6,Clash of the Titans,$163.2
150,Ashley Miller,$460.7,4,$115.2,Thor,$181.0
151,Zack Stentz,$460.7,4,$115.2,Thor,$181.0
152,Michael Goldenberg,$460.4,4,$115.1,Harry Potter / Phoenix,$292.0
153,Edgar Wright,$460.3,7,$65.8,Ant-Man,$180.2
154,Michael Dougherty,$457.8,3,$152.6,X2: X-Men United,$214.9
155,Kurt Wimmer,$455.8,9,$50.6,Salt,$118.3
156,Mark Fergus,$454.4,4,$113.6,Iron Man,$318.4
157,Hawk Ostby,$454.4,4,$113.6,Iron Man,$318.4
158,Fred Wolf,$452.7,8,$56.6,Grown Ups,$162.0
159,Michael Chabon,$446.7,2,$223.3,Spider-Man 2,$373.6
160,Skip Woods,$444.4,7,$63.5,X-Men Origins: Wolverine,$179.9
161,Brian Lynch,$444.1,2,$222.1,Minions,$336.0
162,Kurt Johnstad,$438.8,4,$109.7,300,$210.6
163,Aline Brosh McKenna,$432.2,8,$54.0,The Devil Wears Prada,$124.7
164,Allan Loeb,$431.7,10,$43.2,Just Go With It,$103.0
165,Leigh Whannell,$429.9,7,$61.4,Saw II,$87.0
166,David O. Russell,$428.2,7,$61.2,American Hustle,$150.1
167,James L. Brooks,$427.2,7,$61.0,As Good as It Gets,$148.5
168,Michael Mann,$423.1,10,$42.3,Public Enemies,$97.1
169,Robert Smigel,$418.0,3,$139.3,Hotel Transylvania 2,$169.7
170,Robert Benton,$416.6,9,$46.3,Superman,$134.2
171,Michael Bacall,$416.5,5,$83.3,22 Jump Street,$191.7
172,Peter Baynham,$416.4,5,$83.3,Hotel Transylvania,$148.3
173,Dan Harris,$415.3,3,$138.4,X2: X-Men United,$214.9
174,Lee Unkrich,$415.0,1,$415.0,Toy Story 3,$415.0
175,Mark Steven Johnson,$414.9,7,$59.3,Ghost Rider,$115.8
176,Paul Haggis,$410.4,9,$45.6,Casino Royale,$167.4
177,Drew Pearce,$409.0,1,$409.0,Iron Man 3,$409.0
178,Suzanne Collins,$408.0,1,$408.0,The Hunger Games,$408.0
179,Scott Derrickson,$407.8,5,$81.6,Doctor Strange,$232.6
180,Michael France,$404.7,4,$101.2,Fantastic Four (2005),$154.7
181,David Ronn,$402.8,7,$57.5,Norbit,$95.7
182,Jay Scherick,$402.8,7,$57.5,Norbit,$95.7
183,Jim Abrahams,$401.7,7,$57.4,Scary Movie 4,$90.7
184,Shane Morris,$400.7,1,$400.7,Frozen,$400.7
185,Josh Appelbaum,$400.6,2,$200.3,Mission: Impossible 4,$209.4
186,Andre Nemec,$400.6,2,$200.3,Mission: Impossible 4,$209.4
187,Tom McCarthy,$399.9,6,$66.6,Up,$293.0
188,Joe Eszterhas,$396.1,14,$28.3,Basic Instinct,$117.7
189,Ted Griffin,$390.5,7,$55.8,Ocean's Eleven,$183.4
190,Paul W.S. Anderson,$387.9,9,$43.1,Alien Vs. Predator,$80.3
191,Darren Lemke,$387.0,3,$129.0,Shrek Forever After,$238.7
192,Abby Kohn,$384.9,4,$96.2,The Vow,$125.0
193,Marc Silverstein,$384.9,4,$96.2,The Vow,$125.0
194,Kevin Williamson,$383.7,7,$54.8,Scream,$103.0
195,Phil Lord,$382.6,2,$191.3,The LEGO Movie,$257.8
196,Chris Miller (II),$382.6,2,$191.3,The LEGO Movie,$257.8
197,David Zucker,$381.1,8,$47.6,Naked Gun 2 1/2,$86.9
198,Mark Protosevich,$380.6,4,$95.1,I Am Legend,$256.4
199,Mark O'Keefe,$380.2,2,$190.1,Bruce Almighty,$242.8
200,Richard Price,$379.3,11,$34.5,Ransom,$136.5
201,Alfred Gough & Miles Millar,$379.1,6,$63.2,The Mummy 3,$102.5
202,Will Ferrell,$376.0,3,$125.3,Talladega Nights,$148.2
203,Frank Miller,$374.7,6,$62.4,300,$210.6
204,Tom McGrath,$373.6,2,$186.8,Madagascar,$193.6
205,Justin Marks,$372.7,2,$186.4,The Jungle Book,$364.0
206,Max Borenstein,$368.7,2,$184.4,Godzilla,$200.7
207,Scott Z. Burns,$368.6,4,$92.2,The Bourne Ultimatum,$227.5
208,Jason Dean Hall,$367.2,4,$91.8,American Sniper,$350.1
209,Mitchell Kapner,$364.5,4,$91.1,Oz The Great and Powerful,$234.9
210,Matthew Michael Carnahan,$363.4,5,$72.7,World War Z,$202.4
211,Christopher B. Landon,$362.6,7,$51.8,Paranormal Activity 3,$104.0
212,Shane Salerno,$361.7,5,$72.3,Armageddon,$201.6
213,Jason Friedberg,$361.4,7,$51.6,Scary Movie,$157.0
214,Delia Ephron,$359.3,7,$51.3,You've Got Mail,$115.8
215,Rob Letterman,$359.2,2,$179.6,Monsters Vs. Aliens,$198.4
216,Timothy Dowling,$358.6,5,$71.7,Just Go With It,$103.0
217,Josh Cooley,$356.5,1,$356.5,Inside Out,$356.5
218,Meg LaFauve,$356.5,1,$356.5,Inside Out,$356.5
219,Zack Snyder,$353.6,3,$117.9,300,$210.6
220,Ron Bencich,$349.4,4,$87.4,Chicken Little,$135.4
221,Ron J. Friedman,$349.4,4,$87.4,Chicken Little,$135.4
222,Seth MacFarlane,$343.4,3,$114.5,Ted,$218.8
223,Alec Sulkin,$343.4,3,$114.5,Ted,$218.8
224,Wellesley Wild,$343.4,3,$114.5,Ted,$218.8
225,Kevin James,$343.0,4,$85.8,Paul Blart: Mall Cop,$146.3
226,J.F. Lawton,$335.6,8,$42.0,Pretty Woman,$178.4
227,Don Payne,$335.5,3,$111.8,Thor,$181.0
228,Aaron Seltzer,$334.4,6,$55.7,Scary Movie,$157.0
229,Katie Dippold,$333.8,3,$111.3,The Heat,$159.6
230,Nicole Perlman,$333.2,1,$333.2,Guardians of the Galaxy,$333.2
231,Cary Fukunaga,$329.9,2,$165.0,It,$327.4
232,Karen McCullah Lutz,$328.5,6,$54.8,Legally Blonde,$96.5
233,Kirsten Smith,$328.5,6,$54.8,Legally Blonde,$96.5
234,Yoni Brenner,$328.1,2,$164.1,Ice Age 3,$196.6
235,John Collee,$328.0,4,$82.0,Happy Feet,$198.0
236,Chris Miller,$322.7,1,$322.7,Shrek the Third,$322.7
237,Gerald Di Pego,$318.5,6,$53.1,Phenomenon,$104.6
238,Andrew Kevin Walker,$316.4,6,$52.7,Sleepy Hollow,$101.1
239,Joshua Sternin,$315.6,4,$78.9,Rio,$143.6
240,Jeffrey Ventimilia,$315.6,4,$78.9,Rio,$143.6
241,Paul Weitz,$315.4,6,$52.6,The Klumps,$123.3
242,Bill Condon,$313.9,7,$44.8,Chicago,$170.7
243,David Franzoni,$313.7,4,$78.4,Gladiator,$187.7
244,Peter Tolan,$313.2,8,$39.2,Analyze This,$106.9
245,Audrey Wells,$311.9,6,$52.0,George of the Jungle,$105.3
246,Richard Wenk,$310.4,7,$44.3,The Equalizer,$101.5
247,Mark Andrews,$310.4,2,$155.2,Brave,$237.3
248,Baz Luhrmann,$309.9,5,$62.0,The Great Gatsby,$144.8
249,Chad Hayes,$307.3,5,$61.5,The Conjuring,$137.4
250,Carey Hayes,$307.3,5,$61.5,The Conjuring,$137.4
251,Lorne Cameron,$304.6,3,$101.5,Over the Hedge,$155.0
252,Kenneth Lonergan,$299.8,7,$42.8,Analyze This,$106.9
253,David H. Steinberg,$299.7,3,$99.9,Puss in Boots,$149.3
254,Sean Anders,$299.6,7,$42.8,Dumb and Dumber To,$86.2
255,Nick Bakay,$297.7,3,$99.2,Paul Blart: Mall Cop,$146.3
256,Barry Levinson,$296.6,12,$24.7,Sleepers,$53.3
257,David Seltzer,$296.6,10,$29.7,Bird on a Wire,$71.0
258,William Monahan,$296.2,6,$49.4,The Departed,$132.4
259,Noah Baumbach,$290.2,11,$26.4,Madagascar 3,$216.4
260,Kirk De Micco,$289.6,4,$72.4,The Croods,$187.2
261,Frank Darabont,$285.8,7,$40.8,Green Mile,$136.8
262,Dan Gilroy,$285.2,8,$35.7,The Bourne Legacy,$113.2
263,Nia Vardalos,$285.1,4,$71.3,My Big Fat Greek Wedding,$241.4
264,Scott Alexander,$284.6,9,$31.6,1408,$72.0
265,Larry Karaszewski,$284.6,9,$31.6,1408,$72.0
266,C. Robert Cargill,$280.7,2,$140.4,Doctor Strange,$232.6
267,Randi Mayem Singer,$279.2,2,$139.6,Mrs. Doubtfire,$219.2
268,Don Roos,$276.8,9,$30.8,Marley and Me,$143.2
269,Stephen Gaghan,$276.6,6,$46.1,Traffic,$124.1
270,John Fusco,$276.4,7,$39.5,Spirit,$73.3
271,Carlos Saldanha,$275.2,2,$137.6,Rio,$143.6
272,Alfonso Cuaron,$274.1,1,$274.1,Gravity,$274.1
273,Jonas Cuaron,$274.1,1,$274.1,Gravity,$274.1
274,Brian Koppelman,$272.0,8,$34.0,Ocean's Thirteen,$117.2
275,Boaz Yakin,$270.7,8,$33.8,Now You See Me,$117.7
276,Garth Jennings,$270.3,1,$270.3,Sing,$270.3
277,Dan Scanlon,$268.5,1,$268.5,Monsters University,$268.5
278,Daniel Waters,$268.4,7,$38.3,Batman Returns,$162.8
279,David Levien,$267.7,7,$38.2,Ocean's Thirteen,$117.2
280,David Leslie Johnson,$265.4,4,$66.3,The Conjuring 2,$102.5
281,Travis Beachem,$265.0,3,$88.3,Clash of the Titans,$163.2
282,Hossein Amini,$264.9,10,$26.5,Snow White and the Huntsman,$155.3
283,Laeta Kalogridis,$263.8,5,$52.8,Shutter Island,$128.0
284,Ben Affleck,$261.3,4,$65.3,Good Will Hunting,$138.4
285,James DeMonaco,$260.7,6,$43.4,The Purge: Anarchy,$72.0
286,Simon Pegg,$259.4,5,$51.9,Star Trek Beyond,$158.8
287,Michael G. Wilson,$258.9,5,$51.8,Octopussy,$67.9
288,Joe Cornish,$258.8,3,$86.3,Ant-Man,$180.2
289,Lewis Colick,$256.9,7,$36.7,Ladder 49,$74.5
290,Chris Henchy,$255.6,3,$85.2,The Other Guys,$119.2
291,James Wan,$255.5,4,$63.9,The Conjuring 2,$102.5
292,Steven Rogers,$252.0,4,$63.0,Stepmom,$91.1
293,Damien Chazelle,$251.5,6,$41.9,La La Land,$151.1
294,Kelly Marcel,$249.5,2,$124.7,Fifty Shades of Grey,$166.2
295,Kay Cannon,$249.3,2,$124.6,Pitch Perfect 2,$184.3
296,Sacha Baron Cohen,$248.2,3,$82.7,Borat,$128.5
297,Michael Patrick King,$248.0,2,$124.0,Sex and the City,$152.6
298,Roger Avary,$244.1,5,$48.8,Pulp Fiction,$107.9
299,Glenn Ficarra,$242.2,5,$48.4,Cats & Dogs,$93.4
300,John Requa,$242.2,5,$48.4,Cats & Dogs,$93.4
301,Neill Blomkamp,$240.3,3,$80.1,District 9,$115.6
302,John Ridley,$239.7,8,$30.0,Three Kings,$60.7
303,Paul Feig,$239.2,2,$119.6,Ghostbusters (2016),$128.4
304,Jeff Schaffer,$238.6,4,$59.7,The Cat in the Hat,$101.1
305,Brenda Chapman,$237.3,1,$237.3,Brave,$237.3
306,Steve Purcell,$237.3,1,$237.3,Brave,$237.3
307,Andrew Niccol,$236.5,7,$33.8,Truman Show,$125.6
308,Steve Conrad,$234.7,4,$58.7,The Pursuit of Happyness,$163.6
309,Mike White,$234.2,7,$33.5,School of Rock,$81.3
310,Scott Neustadter,$232.0,5,$46.4,The Fault in our Stars,$124.9
311,Michael H. Weber,$232.0,5,$46.4,The Fault in our Stars,$124.9
312,Wes Anderson,$231.8,8,$29.0,The Grand Budapest Hotel,$59.3
313,Brendan O'Brien,$231.2,3,$77.1,Neighbors,$150.2
314,Alejandro González Iñárritu,$231.1,3,$77.0,The Revenant,$183.6
315,Tony Kushner,$229.6,2,$114.8,Lincoln,$182.2
316,Leslie Bohem,$228.5,8,$28.6,Safe Haven,$71.3
317,Juliet Snowden,$226.7,4,$56.7,Knowing,$80.0
318,Stiles White,$226.7,4,$56.7,Knowing,$80.0
319,Jordan Roberts,$222.7,2,$111.4,Big Hero 6,$222.5
320,Rodney Rothman,$221.5,2,$110.8,22 Jump Street,$191.7
321,Dana Fox,$221.2,3,$73.7,Couples Retreat,$109.2
322,Erich Hoeber,$219.3,4,$54.8,Red,$90.4
323,Jon Hoeber,$219.3,4,$54.8,Red,$90.4
324,Jason Segel,$219.2,4,$54.8,The Muppets,$88.6
325,Peter Berg,$218.2,3,$72.7,Lone Survivor,$125.1
326,Dana Stevens,$216.4,5,$43.3,City of Angels,$78.7
327,Vanessa Taylor,$214.7,3,$71.6,Divergent,$150.9
328,Jez Butterworth,$214.1,6,$35.7,Edge of Tomorrow,$100.2
329,Keith Merryman,$212.5,3,$70.8,Think Like a Man,$91.5
330,David A. Newman,$212.5,3,$70.8,Think Like a Man,$91.5
331,Steven Lisberger,$209.3,3,$69.8,Tron Legacy,$172.1
332,George Gallo,$209.3,11,$19.0,Bad Boys,$65.8
333,Marcus Dunstan,$208.4,8,$26.1,Saw IV,$63.3
334,Patrick Melton,$208.4,8,$26.1,Saw IV,$63.3
335,Charles Leavitt,$207.1,6,$34.5,Blood Diamond,$57.4
336,Christopher Yost,$206.4,1,$206.4,Thor: The Dark World,$206.4
337,Jeffrey Caine,$205.0,4,$51.3,GoldenEye,$106.4
338,Diablo Cody,$202.8,4,$50.7,Juno,$143.5
339,Greg Berlanti,$202.0,3,$67.3,Green Lantern,$116.6
340,Tom Shadyac,$201.0,2,$100.5,Nutty Professor,$128.8
341,Nick Hornby,$199.5,7,$28.5,Fever Pitch,$42.1
342,Adam Brooks,$198.0,7,$28.3,Practical Magic,$46.7
343,Phil Johnston,$196.3,2,$98.1,Wreck-It Ralph,$189.4
344,Bruce A. Evans,$195.9,7,$28.0,Jungle 2 Jungle,$59.9
345,Raynold Gideon,$195.9,7,$28.0,Jungle 2 Jungle,$59.9
346,Nick Schenk,$195.2,2,$97.6,Gran Torino,$148.1
347,Wes Craven,$193.2,9,$21.5,A Nightmare on Elm Street 3: Dream Warriors,$44.8
348,Katherine Fugate,$193.2,3,$64.4,Valentine's Day,$110.5
349,Carlo Bernard,$192.7,4,$48.2,Prince of Persia,$90.8
350,Doug Miro,$192.7,4,$48.2,Prince of Persia,$90.8
351,Ann Biderman,$192.7,5,$38.5,Public Enemies,$97.1
352,Oren Uziel,$191.7,1,$191.7,22 Jump Street,$191.7
353,David Guion,$189.9,3,$63.3,Night at the Museum: Secret of the Tomb,$113.7
354,Michael Handelman,$189.9,3,$63.3,Night at the Museum: Secret of the Tomb,$113.7
355,Eric Heisserer,$189.9,4,$47.5,Lights Out,$67.3
356,David Magee,$189.0,3,$63.0,Life of Pi,$125.0
357,Michele Mulroney,$186.9,2,$93.4,Sherlock Holmes 2,$186.8
358,Kieran Mulroney,$186.9,2,$93.4,Sherlock Holmes 2,$186.8
359,Callie Khouri,$186.5,4,$46.6,Ya-Ya Sisterhood,$69.6
360,Christopher Bertolini,$186.3,2,$93.1,General's Daughter,$102.7
361,Marc Guggenheim,$185.2,2,$92.6,Green Lantern,$116.6
362,Ben Stiller,$184.5,3,$61.5,Tropic Thunder,$110.5
363,T.S. Nowlin,$184.1,2,$92.1,The Maze Runner,$102.4
364,Brian Klugman,$183.6,2,$91.8,Tron Legacy,$172.1
365,Lee Sternthal,$183.6,2,$91.8,Tron Legacy,$172.1
366,Jeremy Garelick,$183.2,2,$91.6,The Break-Up,$118.7
367,Jay Lavender,$183.2,2,$91.6,The Break-Up,$118.7
368,Jerry Zucker,$182.7,3,$60.9,Airplane!,$83.5
369,Steven Knight,$181.4,11,$16.5,The Hundred-Foot Journey,$54.2
370,Paul Rudnick,$180.4,6,$30.1,In & Out,$63.9
371,Adam Rifkin,$180.3,8,$22.5,Mouse Hunt,$61.9
372,Paul Rudd,$180.2,1,$180.2,Ant-Man,$180.2
373,Reid Carolin,$179.7,2,$89.9,Magic Mike,$113.7
374,Peter Morgan,$179.7,8,$22.5,The Queen,$56.4
375,Alec Berg,$178.6,3,$59.5,The Cat in the Hat,$101.1
376,David Mandel,$178.6,3,$59.5,The Cat in the Hat,$101.1
377,Jeff Vintar,$176.9,2,$88.5,"I, Robot",$144.8
378,Andrew J. Cohen,$175.7,2,$87.9,Neighbors,$150.2
379,Andrew Davies,$175.7,6,$29.3,Bridget Jones's Diary,$71.5
380,Spike Jonze,$175.6,3,$58.5,Where the Wild Things Are,$77.2
381,Eric Warren Singer,$175.6,2,$87.8,American Hustle,$150.1
382,Jordan Peele,$175.5,1,$175.5,Get Out,$175.5
383,Gary Goldman,$173.8,4,$43.4,Total Recall,$119.4
384,Greg Coolidge,$173.6,3,$57.9,Ride Along,$134.9
385,Jon Zack,$173.6,3,$57.9,Puss in Boots,$149.3
386,David Seidler,$173.3,3,$57.8,The King's Speech,$138.8
387,Matt Sazama,$172.8,3,$57.6,Power Rangers,$85.4
388,Burk Sharpless,$172.8,3,$57.6,Power Rangers,$85.4
389,Adam Horowitz,$172.1,1,$172.1,Tron Legacy,$172.1
390,Edward Kitsis,$172.1,1,$172.1,Tron Legacy,$172.1
391,Max Landis,$170.2,5,$34.0,Power Rangers,$85.4
392,Matt Greenberg,$170.1,3,$56.7,1408,$72.0
393,Bill Collage,$170.1,4,$42.5,Exodus: Gods and Kings,$65.0
394,Adam Cooper,$170.1,4,$42.5,Exodus: Gods and Kings,$65.0
395,Tate Taylor,$169.7,2,$84.9,The Help,$169.7
396,Allison Burnett,$169.6,8,$21.2,Underworld Awakening,$62.3
397,Kristen Wiig,$169.1,1,$169.1,Bridesmaids,$169.1
398,Gillian Flynn,$167.8,1,$167.8,Gone Girl,$167.8
399,Ice Cube,$167.0,5,$33.4,Next Friday,$57.3
400,David Benioff,$165.9,4,$41.5,Troy,$133.4
401,Paul Tibbitt,$163.0,1,$163.0,SpongeBob,$163.0
402,Kevin Smith,$161.8,10,$16.2,Zack and Miri Make a Porno,$31.5
403,Justin Haythe,$160.9,4,$40.2,The Lone Ranger,$89.3
404,Keenen Ivory Wayans,$159.3,7,$22.8,White Chicks,$70.8
405,Clark Gregg,$158.4,2,$79.2,What Lies Beneath,$155.5
406,George Clooney,$156.3,4,$39.1,The Monuments Men,$78.0
407,Grant Heslov,$156.3,4,$39.1,The Monuments Men,$78.0
408,Gary Whitta,$155.4,2,$77.7,The Book of Eli,$94.8
409,Carlton Cuse,$155.2,1,$155.2,San Andreas,$155.2
410,Nick Lathouris,$154.1,1,$154.1,Mad Max: Fury Road,$154.1
411,Brendan McCarthy,$154.1,1,$154.1,Mad Max: Fury Road,$154.1
412,Peter Hedges,$154.0,6,$25.7,The Odd Life of Timothy Green,$51.9
413,Jeremy Leven,$153.7,6,$25.6,The Notebook,$81.0
414,Heather Hach,$151.4,2,$75.7,Freaky Friday,$110.2
415,James Wong,$151.3,3,$50.4,Final Destination 3,$54.1
416,Karen Janszen,$150.9,7,$21.6,Dolphin Tale,$72.3
417,Jon Favreau,$150.5,4,$37.6,Couples Retreat,$109.2
418,John J. McLaughlin,$150.3,4,$37.6,Black Swan,$107.0
419,Scott Marshall Smith,$150.1,3,$50.0,The Score,$71.1
420,John Pogue,$149.8,5,$30.0,U.S. Marshals,$57.2
421,Tom Wheeler,$149.3,1,$149.3,Puss in Boots,$149.3
422,Jon Hurwitz,$148.4,4,$37.1,American Reunion,$57.0
423,Hayden Schlossberg,$148.4,4,$37.1,American Reunion,$57.0
424,Melissa McCarthy,$147.8,2,$73.9,Tammy,$84.5
425,Malcolm D. Lee,$147.1,3,$49.0,The Best Man Holiday,$70.5
426,Jack Amiel,$146.9,4,$36.7,The Shaggy Dog,$61.1
427,Michael Begler,$146.9,4,$36.7,The Shaggy Dog,$61.1
428,Bryan Singer,$146.4,1,$146.4,X-Men: First Class,$146.4
429,Matt Damon,$146.3,3,$48.8,Good Will Hunting,$138.4
430,Richard D'Ovidio,$145.5,3,$48.5,The Call,$51.9
431,Fede Alvarez,$143.5,2,$71.7,Don't Breathe,$89.2
432,Rodo Sayagues Mendez,$143.5,2,$71.7,Don't Breathe,$89.2
433,Will Gluck,$141.7,2,$70.9,Annie (2014),$85.9
434,John-Henry Butterworth,$140.5,3,$46.8,Edge of Tomorrow,$100.2
435,Lem Dobbs,$139.7,7,$20.0,The Score,$71.1
436,Jay Cocks,$138.6,5,$27.7,Gangs of New York,$77.8
437,Jonah Hill,$138.4,1,$138.4,21 Jump Street,$138.4
438,Katrin Benedikt,$138.2,2,$69.1,Olympus Has Fallen,$98.9
439,Creighton Rothenberger,$138.2,2,$69.1,Olympus Has Fallen,$98.9
440,Carl Ellsworth,$138.1,2,$69.1,Disturbia,$80.2
441,Darren Aronofsky,$136.6,6,$22.8,Noah,$101.2
442,John Romano,$136.3,5,$27.3,The Lincoln Lawyer,$58.0
443,Mark Boal,$136.3,4,$34.1,Zero Dark Thirty,$95.7
444,Lisa Addario,$136.1,2,$68.1,Parental Guidance,$77.3
445,Joe Syracuse,$136.1,2,$68.1,Parental Guidance,$77.3
446,Derek Kolstad,$135.1,2,$67.5,John Wick 2,$92.0
447,Mike Cerrone,$134.9,2,$67.5,"Me, Myself and Irene",$90.6
448,Patrick Lussier,$133.5,3,$44.5,Terminator: Genisys,$89.8
449,Bill Dubuque,$133.4,2,$66.7,The Accountant,$86.3
450,Brian Duffield,$131.7,2,$65.8,Insurgent,$130.2
451,Paul Thomas Anderson,$131.6,7,$18.8,There Will Be Blood,$40.2
452,Jessica Bendinger,$128.3,5,$25.7,Bring It On,$68.4
453,James Lapine,$128.0,1,$128.0,Into the Woods,$128.0
454,Aaron Guzikowski,$127.5,2,$63.8,Contraband,$66.5
455,Paul Harris Boardman,$127.1,3,$42.4,The Exorcism of Emily Rose,$75.1
456,David Guggenheim,$126.7,2,$63.3,Safe House,$126.4
457,Oren Peli,$126.0,3,$42.0,Paranormal Activity,$107.9
458,Ryan Coogler,$125.9,2,$62.9,Creed,$109.8
459,Rock Reuben,$125.7,2,$62.8,Zookeeper,$80.4
460,Michael Sucsy,$125.0,1,$125.0,The Vow,$125.0
461,Jamie Linden,$123.8,3,$41.3,Dear John,$80.0
462,Gore Verbinski,$123.5,1,$123.5,Rango,$123.5
463,Christopher Hampton,$123.4,13,$9.5,Atonement,$50.9
464,Jason Reitman,$122.7,4,$30.7,Up in the Air,$83.8
465,Robert D. Siegel,$122.3,4,$30.6,Turbo,$83.0
466,Burr Steers,$121.5,3,$40.5,How to Lose a Guy,$105.8
467,Erica Rivinoja,$119.8,1,$119.8,Cloudy with a Chance of Meatballs 2,$119.8
468,Edward Ricourt,$117.7,1,$117.7,Now You See Me,$117.7
469,Michael Markowitz,$117.5,1,$117.5,Horrible Bosses,$117.5
470,Seth Grahame-Smith,$117.2,2,$58.6,Dark Shadows,$79.7
471,Justin Zackham,$115.4,3,$38.5,The Bucket List,$93.5
472,Rawson Marshall Thurber,$114.4,2,$57.2,DodgeBall,$114.3
473,Chris Williams,$114.1,1,$114.1,Bolt,$114.1
474,Joe Carnahan,$113.6,4,$28.4,The Grey,$51.6
475,David Loucka,$113.2,4,$28.3,House at the End of The Street,$31.6
476,Mark Heyman,$112.2,2,$56.1,Black Swan,$107.0
477,Mark Brown,$112.2,4,$28.0,Barbershop,$75.8
478,Craig Wright,$111.5,1,$111.5,Mr. Peabody & Sherman,$111.5
479,Jonathan Levine,$111.5,3,$37.2,Warm Bodies,$66.4
480,Todd Farmer,$110.8,4,$27.7,My Bloody Valentine 3-D,$51.5
481,Roman Polanski,$109.1,9,$12.1,Chinatown,$29.2
482,John Singleton,$108.6,2,$54.3,Shaft,$70.3
483,Deborah Kaplan & Harry Elfont,$108.2,5,$21.6,Flintstones 2,$35.3
484,J. Mills Goodloe,$106.4,4,$26.6,The Age of Adaline,$42.6
485,Will Fetters,$106.3,3,$35.4,The Lucky One,$60.5
486,Terry Gilliam,$106.0,6,$17.7,Time Bandits,$42.4
487,Ruth Prawer Jhabvala,$105.7,14,$7.6,Howards End,$26.1
488,Shauna Cross,$104.7,3,$34.9,If I Stay,$50.5
489,Elizabeth Hunter,$103.9,3,$34.6,Jumping the Broom,$37.3
490,Brian Gunn,$103.9,1,$103.9,Journey 2,$103.9
491,Mark Gunn,$103.9,1,$103.9,Journey 2,$103.9
492,Pam Brady,$103.6,4,$25.9,"South Park - Bigger, Longer and Uncut",$52.0
493,Charlie Kaufman,$103.3,7,$14.8,Eternal Sunshine,$34.4
494,Grant Pierce Myers,$102.4,1,$102.4,The Maze Runner,$102.4
495,Noah Oppenheim,$102.4,1,$102.4,The Maze Runner,$102.4
496,Johnny Knoxville,$102.0,1,$102.0,Bad Grandpa,$102.0
497,Jeff Tremaine,$102.0,1,$102.0,Bad Grandpa,$102.0
498,John Landis,$101.8,3,$33.9,Blues Brothers,$57.2
499,Ari Handel,$101.2,1,$101.2,Noah,$101.2
500,Chris Parker,$100.3,2,$50.2,Heaven is for Real,$91.4
501,Marc Moss,$100.0,2,$50.0,Along Came a Spider,$74.1
502,Alejandro Amenabar,$99.7,5,$19.9,The Others,$96.5
503,Don Hall,$97.8,1,$97.8,Meet the Robinsons,$97.8
504,Peter Straughan,$97.5,5,$19.5,The Men Who Stare at Goats,$32.4
505,Jack Paglen,$97.3,2,$48.6,Alien: Covenant,$74.3
506,Ronan Bennett,$97.2,3,$32.4,Public Enemies,$97.1
507,Howard Klausner,$95.8,4,$23.9,Space Cowboys,$90.5
508,Eddie Murphy,$95.7,1,$95.7,Norbit,$95.7
509,Anthony Minghella,$95.6,1,$95.6,Cold Mountain,$95.6
510,Roland Emmerich,$94.8,1,$94.8,"10,000 B.C.",$94.8
511,Harald Kloser,$94.8,1,$94.8,"10,000 B.C.",$94.8
512,Marlon Wayans,$94.7,4,$23.7,A Haunted House,$40.0
