,FCP,MAE,RMSE,k,similarity_metric,user-based?,algorithm
283,0.700377229971,0.740520022536,0.940463873604,40,pearson,True,100k_KNNBaseline_Results.csv
284,0.700245900749,0.739887914979,0.939684357154,50,pearson,True,100k_KNNBaseline_Results.csv
285,0.700177457141,0.739769106342,0.939492708681,60,pearson,True,100k_KNNBaseline_Results.csv
286,0.700283981178,0.739802133428,0.939452637454,70,pearson,True,100k_KNNBaseline_Results.csv
287,0.700160425136,0.739786616535,0.939428874593,80,pearson,True,100k_KNNBaseline_Results.csv
288,0.700024077367,0.739840029369,0.939484361633,90,pearson,True,100k_KNNBaseline_Results.csv
289,0.700005691558,0.739907216992,0.939546306772,100,pearson,True,100k_KNNBaseline_Results.csv
290,0.649961325088,0.777971349566,0.985436469401,10,pearson,False,100k_KNNBaseline_Results.csv
291,0.6725088778,0.75708014403,0.958771561039,20,pearson,False,100k_KNNBaseline_Results.csv
292,0.681541423852,0.750648154436,0.951018801495,30,pearson,False,100k_KNNBaseline_Results.csv
293,0.686849426519,0.74761177999,0.947332441533,40,pearson,False,100k_KNNBaseline_Results.csv
294,0.689923714412,0.746108528995,0.945627269359,50,pearson,False,100k_KNNBaseline_Results.csv
295,0.69163190334,0.745262763751,0.944670281372,60,pearson,False,100k_KNNBaseline_Results.csv
296,0.692745617407,0.74477890235,0.944116585608,70,pearson,False,100k_KNNBaseline_Results.csv
297,0.693793436004,0.744461609553,0.943716153289,80,pearson,False,100k_KNNBaseline_Results.csv
298,0.694464206845,0.744296649586,0.943455408943,90,pearson,False,100k_KNNBaseline_Results.csv
299,0.69505108821,0.744198414979,0.943296207866,100,pearson,False,100k_KNNBaseline_Results.csv
300,0.696881501088,0.743255013976,0.947925992382,10,pearson_baseline,True,100k_KNNBaseline_Results.csv
301,0.702631389679,0.733761462699,0.935168514193,20,pearson_baseline,True,100k_KNNBaseline_Results.csv
302,0.703707599444,0.732476934814,0.932947790049,30,pearson_baseline,True,100k_KNNBaseline_Results.csv
303,0.704352351814,0.732184387602,0.932353126291,40,pearson_baseline,True,100k_KNNBaseline_Results.csv
304,0.704261798599,0.732158491305,0.932189713365,50,pearson_baseline,True,100k_KNNBaseline_Results.csv
305,0.704357222606,0.73238586724,0.932290170658,60,pearson_baseline,True,100k_KNNBaseline_Results.csv
306,0.704274936585,0.732550284022,0.932392156857,70,pearson_baseline,True,100k_KNNBaseline_Results.csv
307,0.70420420791,0.732657562523,0.932453125307,80,pearson_baseline,True,100k_KNNBaseline_Results.csv
308,0.704215916682,0.732735217598,0.932508216186,90,pearson_baseline,True,100k_KNNBaseline_Results.csv
309,0.704147700574,0.732790601634,0.932546113438,100,pearson_baseline,True,100k_KNNBaseline_Results.csv
310,0.702556913497,0.736808616766,0.942791456089,10,pearson_baseline,False,100k_KNNBaseline_Results.csv
311,0.70974501138,0.730753091692,0.932801757356,20,pearson_baseline,False,100k_KNNBaseline_Results.csv
312,0.71175969251,0.729827175378,0.930572705145,30,pearson_baseline,False,100k_KNNBaseline_Results.csv
313,0.711909684928,0.729764293951,0.92998120115,40,pearson_baseline,False,100k_KNNBaseline_Results.csv
314,0.711846661279,0.729989870517,0.929931954255,50,pearson_baseline,False,100k_KNNBaseline_Results.csv
315,0.71116173021,0.73021959521,0.930039320435,60,pearson_baseline,False,100k_KNNBaseline_Results.csv
316,0.710740528625,0.730430296843,0.930183148542,70,pearson_baseline,False,100k_KNNBaseline_Results.csv
317,0.710475594934,0.730608120782,0.930305816511,80,pearson_baseline,False,100k_KNNBaseline_Results.csv
318,0.710380181011,0.730681566834,0.930344865368,90,pearson_baseline,False,100k_KNNBaseline_Results.csv
319,0.71008658406,0.730741976605,0.930399557031,100,pearson_baseline,False,100k_KNNBaseline_Results.csv
